-0.10089356	-0.18184939	0.045768764	0.03323543	0.033386666	-0.2819304	-0.026462033	-0.045497775	0.037997678	-0.028189875	0.03600901	0.043305155	-0.0073865214	0.07501157	-0.20234053	0.13987587
-0.18155982	-0.17792864	-0.089512154	0.0044764825	0.056194227	-0.30244675	0.09302826	-0.041783467	0.0917313	-0.049248185	-0.05714728	0.13039081	-0.039408714	0.03748729	-0.17702195	0.14974621
-0.19825569	0.0076567675	-0.20352703	-0.15154286	0.1813831	-0.08069239	0.20805626	-0.19998358	0.23247625	-0.120744556	-0.17253259	0.17795485	-0.14226864	-0.17556645	-0.0691045	-0.1110524
-0.13559122	-0.145149	-0.009441431	-0.026116377	0.06373688	-0.23167664	0.026213288	-0.062346596	0.07279104	-0.050864775	-0.004174196	0.11673613	-0.026522242	0.015885575	-0.17624848	0.085427195
-0.16665624	-0.07239704	-0.04135468	-0.12276345	0.14384626	-0.31092376	0.13364676	-0.064133435	0.15862273	-0.081336126	-0.11818767	0.15090302	-0.059681937	-0.03129288	-0.22430873	0.08882354
-0.08656497	-0.08142193	0.024477439	0.052340284	-0.0662876	-0.27003372	-0.05555697	0.047855854	0.01839747	0.055236746	0.03392652	-0.0025055204	-0.00043428648	0.04904398	-0.16874123	0.09492529
-0.17688985	-0.07294083	-0.14434375	-0.08749128	0.06866726	-0.22272055	0.11052373	-0.093984604	0.14682207	-0.13171783	-0.13867764	0.17708346	-0.095046565	0.0014210776	-0.0933353	0.037775446
-0.20335251	-0.05939908	-0.13278507	-0.07584433	0.14253914	-0.24311845	0.08948593	-0.08434192	0.16260235	-0.055428278	-0.083182305	0.13825688	-0.06609688	-0.019240925	-0.11820837	0.07496892
-0.24782072	0.091556214	-0.13247831	-0.16024464	0.15861964	-0.102530435	0.16428377	-0.20295808	0.2362687	-0.124125235	-0.12234792	0.15943171	-0.120166086	-0.13580173	0.010192383	-0.07646123
-0.12233461	-0.04222928	-0.06798638	-0.04315959	0.065357916	-0.09834335	0.08271289	-0.032690644	0.12137444	-0.045782465	-0.075198226	0.10961044	-0.07233473	-0.061102778	-0.06453639	-0.038495634
-0.0019352245	-0.16585186	0.07839544	0.10673669	-0.09288407	-0.24908124	-0.12757471	0.058849964	-0.053031743	0.11917472	0.057081375	-0.054138657	0.060478136	0.13546106	-0.17188877	0.19065894
-0.118841045	-0.10761161	-0.05683397	0.0074474653	-0.010617587	-0.13423194	-0.020132307	-0.053444643	0.015810974	0.019939555	-0.05794793	0.09291363	-0.05899174	0.0106847575	-0.08578285	0.020302124
0.012510663	-0.12396917	0.1001122	0.063407496	-0.12493712	-0.24814582	-0.093111716	0.060247827	-0.086241744	0.0995183	0.09332516	-0.057388376	0.10773356	0.05613216	-0.21607374	0.079993136
-0.19480178	-0.05161092	-0.13360803	-0.13160966	0.13789886	-0.22720374	0.1345035	-0.12654956	0.17281032	-0.04189488	-0.060774483	0.12612055	-0.15296018	-0.04893294	-0.111923166	0.024545664
-0.13325337	-0.1482257	-0.0052597458	0.023912203	-0.013967548	-0.20677762	0.032534465	0.0137238065	0.06343137	0.03359205	0.04773281	0.03981471	0.006554366	0.06663832	-0.20313276	0.10345671
-0.13313992	-0.06170819	-0.059837643	-0.03388763	0.065452196	-0.24868496	0.086899884	-0.079777785	0.07788936	-0.021200083	-0.09855499	0.07144924	-0.05210055	-0.011114886	-0.19573252	0.03065182
